category,prompt,position,seq_len,H_p,d_eff,d_eff_rot,d_eff_perm0,d_eff_perm1,d_eff_perm2,d_eff_perm_mean,d_eff_perm_predicted,d_eff_perm_residual,d_eff_predicted,d_eff_residual,d_eff_perm0_predicted,d_eff_perm0_residual,d_eff_perm1_predicted,d_eff_perm1_residual,d_eff_perm2_predicted,d_eff_perm2_residual
creative,"In a world where shadows could speak, the first words they uttered were",10,14,3.9305009841918945,3.4255809783935547,3.4255809783935547,3.563894271850586,3.5535387992858887,3.7040648460388184,3.607165972391764,3.533362027601126,0.07380394479063801,3.559840893222093,-0.13425991482853838,3.57939555001606,-0.015501278165474197,3.512465962010182,0.041072837275706764,3.508224570777135,0.19584027526168324
creative,"In a world where shadows could speak, the first words they uttered were",11,14,2.576446533203125,2.698734760284424,2.698734760284424,2.816655158996582,2.715750217437744,2.795492172241211,2.775965849558512,2.6885293682256926,0.08743648133281967,2.7683017297773005,-0.06956696949287666,2.7255820074333372,0.0910731515632448,2.6673412996945856,0.048408917743158586,2.6726647975491575,0.1228273746920534
creative,"In a world where shadows could speak, the first words they uttered were",12,14,2.748185634613037,3.4801430702209473,3.4801418781280518,3.295821189880371,2.8857553005218506,3.4147143363952637,3.198763608932495,2.794308920227167,0.4044546887053282,2.8692549016852853,0.610888168535662,2.8328489740676672,0.46297221581270387,2.772879409072851,0.11287589144899979,2.7771983775409845,0.6375159588542791
creative,"In a world where shadows could speak, the first words they uttered were",13,14,4.286149978637695,3.716867446899414,3.7168679237365723,3.9097557067871094,3.852649688720703,3.801602363586426,3.8546692530314126,3.7530069227914895,0.1016623302399231,3.7615153728581907,-0.044647925958776646,3.8003590367498665,0.10939667003724285,3.7329499220550066,0.11969976666569648,3.7257118095695927,0.07589055401683309
creative,She opened the ancient book and the pages began to glow with a light that,0,15,5.679116249084473,4.793003559112549,4.793003082275391,5.021756172180176,4.98236608505249,4.945009231567383,4.983043829600017,4.552802430277396,0.43024139932262084,4.489688182110226,0.30331537700232314,4.601174986770339,0.42058118540983713,4.538507372096188,0.4438587129563025,4.518724931965658,0.42628429960172465
creative,She opened the ancient book and the pages began to glow with a light that,1,15,1.6783744096755981,1.761040449142456,1.7610414028167725,1.843650460243225,1.6403348445892334,1.6267861127853394,1.7035904725392659,2.1566082510576274,-0.45301777851836156,2.2482709654746045,-0.4872305163321484,2.1842279246469785,-0.34057746440375336,2.138166009772119,-0.4978311651828857,2.1474308187537874,-0.520644705968448
creative,She opened the ancient book and the pages began to glow with a light that,2,15,4.34454870223999,3.777214765548706,3.7772133350372314,3.9718785285949707,3.897761344909668,3.955718755722046,3.941786209742228,3.7886925995548353,0.15309361018739276,3.7941752937680193,-0.016960528219313264,3.8362199935599506,0.13565853503502012,3.7688004206611345,0.12896092424853345,3.761057384443419,0.19466137127862693
creative,She opened the ancient book and the pages began to glow with a light that,3,15,3.16965651512146,3.136848211288452,3.1368489265441895,3.053475856781006,3.2866954803466797,3.2353649139404297,3.191845417022705,3.056892320313912,0.1349530967087933,3.1172441550229513,0.01960405626550088,3.09865318721073,-0.04517733042972427,3.035227731636798,0.25146774870988153,3.036796042094207,0.19856887184622263
creative,She opened the ancient book and the pages began to glow with a light that,4,15,1.6302707195281982,2.298818588256836,2.2988224029541016,1.9165725708007812,1.777517557144165,1.7808730602264404,1.8249877293904622,2.129468962032241,-0.30448123264177895,2.2210374142514286,0.0777811740054073,2.1565048237157267,-0.23993225291494547,2.111247956435345,-0.33373039929117976,2.120654105945655,-0.3397810457192145
creative,She opened the ancient book and the pages began to glow with a light that,5,15,2.525207281112671,2.4689626693725586,2.468964099884033,2.465341806411743,2.5340170860290527,2.6362452507019043,2.545201381047567,2.6571560784651256,-0.1119546974175587,2.738228470398945,-0.2692658010263864,2.6937452902067003,-0.22840348379495712,2.6360569437479837,-0.10203985771893098,2.641666001440693,-0.005420750738788893
creative,She opened the ancient book and the pages began to glow with a light that,6,15,5.167204856872559,4.3114776611328125,4.3114776611328125,4.496525764465332,4.5987467765808105,4.394918441772461,4.496730327606201,4.273877155379012,0.2228531722271896,4.236230187680295,0.07524747345251726,4.32264033927788,0.17388542518745176,4.257048886956204,0.3416978896246068,4.241942239902945,0.15297620186951555
creative,She opened the ancient book and the pages began to glow with a light that,7,15,2.9661316871643066,3.0790276527404785,3.0790281295776367,2.8344626426696777,2.7482993602752686,2.91658616065979,2.833116054534912,2.9296808537607975,-0.09656479922588534,2.9975343292280883,0.08149332351239025,2.9699625638317997,-0.13549992116212195,2.9080676869516444,-0.15976832667637586,2.9110123104989496,0.005573850160840443
creative,She opened the ancient book and the pages began to glow with a light that,8,15,0.10182075202465057,1.4802522659301758,1.480259895324707,1.7178072929382324,1.6843678951263428,1.6377952098846436,1.6799901326497395,1.3793296632606775,0.300660469389062,1.417614194900857,0.06263807102931884,1.3836384492721074,0.334168843666125,1.3725208163096685,0.3118470788166743,1.3818297242002604,0.25596548568438315
creative,She opened the ancient book and the pages began to glow with a light that,9,15,1.1856739521026611,2.493621826171875,2.4936203956604004,2.792041778564453,2.6993308067321777,2.194129228591919,2.56183393796285,1.8872168450961593,0.6746170928666908,1.9738036027904915,0.5198182233813835,1.908477859711162,0.8835639188532911,1.8714208359003832,0.8279099708317945,1.8817518396769373,0.3123773889149817
creative,She opened the ancient book and the pages began to glow with a light that,10,15,1.397193193435669,1.6353657245635986,1.635348916053772,1.4381425380706787,1.326061487197876,1.2667980194091797,1.3436673482259114,2.0004437312725782,-0.6567763830466669,2.0903525853799483,-0.45498686081634965,2.0245374968942587,-0.58639495882358,1.9834073807702928,-0.6573458935724168,1.9933863161531873,-0.7265882967440076
creative,She opened the ancient book and the pages began to glow with a light that,11,15,0.9874866008758545,1.9239015579223633,1.9238953590393066,1.2179328203201294,1.3390201330184937,1.1540180444717407,1.2369903326034546,1.7848184907981839,-0.5478281581947293,1.8666231784326606,0.05727837948970271,1.8032845886993087,-0.5853517683791793,1.7703313313693316,-0.431311198350838,1.7808395523259157,-0.626821507854175
creative,She opened the ancient book and the pages began to glow with a light that,12,15,2.2345376014709473,2.158851385116577,2.1588547229766846,2.5006585121154785,2.314859390258789,2.5787556171417236,2.4647578398386636,2.481152490568854,-0.016394650730190197,2.56828324392131,-0.40943185880473276,2.5149416958740636,-0.01428318375858506,2.4607087541499486,-0.14584936389115954,2.467807021682551,0.11094859545917268
creative,She opened the ancient book and the pages began to glow with a light that,13,15,2.1512575149536133,2.309999942779541,2.30999755859375,2.165829658508301,2.245478391647339,2.016481876373291,2.14259664217631,2.4314331717468,-0.28883652957049,2.519861478590287,-0.20986153581074607,2.464366494477046,-0.29853683596874525,2.41122551210683,-0.16574712045949092,2.418707508656528,-0.40222563228323693
creative,She opened the ancient book and the pages began to glow with a light that,14,15,3.376636505126953,3.2055273056030273,3.2055270671844482,3.1927976608276367,3.2078609466552734,3.157867193222046,3.186175266901652,3.1866892263141384,-0.0005139594124865532,3.2386456519089055,-0.03311834630587818,3.2298086648523925,-0.03701100402475577,3.1650871992505767,0.04277374740469675,3.1651718148394448,-0.007304621617398865
creative,The last painter on Earth mixed colors that no human eye had ever,0,13,8.08064079284668,5.565731525421143,5.565730571746826,5.6947407722473145,5.653620719909668,5.592626094818115,5.646995862325032,5.4479104447041475,0.19908541762088472,5.330122441811983,0.23560908360915978,5.48265437077538,0.21208640147193414,5.449916657888224,0.2037040620214441,5.411160305448842,0.18146578936927327
creative,The last painter on Earth mixed colors that no human eye had ever,1,13,6.052358627319336,4.6320061683654785,4.632006645202637,4.739282608032227,4.747363567352295,4.663005352020264,4.716550509134929,4.741212528266837,-0.024662019131908686,4.661288276971609,-0.029282108606130564,4.788741222609426,-0.049458614577199356,4.729024330140531,0.018339237211764114,4.705872032050555,-0.042866680030291704
creative,The last painter on Earth mixed colors that no human eye had ever,2,13,4.165193557739258,3.8228647708892822,3.8228647708892822,3.983945369720459,3.9287970066070557,3.862039089202881,3.9249271551767984,3.678717891212937,0.24620926396386134,3.6934359751367447,0.12942879575253752,3.7256699799614683,0.25827538975899067,3.6583433835243753,0.2704536230826804,3.652140310152967,0.20989877904991383
creative,The last painter on Earth mixed colors that no human eye had ever,3,13,2.3703360557556152,3.1165127754211426,3.1165151596069336,3.329458236694336,2.921161651611328,2.9992377758026123,3.0832858880360923,2.5629333721780965,0.5203525158579958,2.647520711706055,0.4689920637150875,2.5980669339118942,0.7313913027824417,2.5421511750725405,0.3790104765387876,2.5485820075498573,0.450655768252755
creative,The last painter on Earth mixed colors that no human eye had ever,4,13,3.997279644012451,3.7821977138519287,3.782198429107666,3.819416046142578,3.7153162956237793,3.5917482376098633,3.7088268597920737,3.574861923650472,0.13396493614160176,3.5980393694503157,0.18415834440161305,3.6211759510618853,0.19824009508069285,3.554101317088917,0.16121497853486222,3.549308502800612,0.04243973480925112
creative,The last painter on Earth mixed colors that no human eye had ever,5,13,4.705658435821533,3.8857133388519287,3.8857150077819824,4.3069167137146,4.150419235229492,4.16568660736084,4.2076741854349775,4.00617092732412,0.20150325811085779,3.992702227158506,-0.10698888830657749,4.054524175703989,0.2523925380106107,3.9874583783108544,0.16296085691863782,3.9765302279575128,0.18915637940332708
creative,The last painter on Earth mixed colors that no human eye had ever,6,13,3.767575979232788,3.811798095703125,3.8117997646331787,3.5635483264923096,3.6198034286499023,3.604527235031128,3.5959596633911133,3.431742897952253,0.16421676543886043,3.466097554105645,0.3457005415974801,3.4770281270391448,0.0865201994531648,3.410560680801666,0.20924274784823638,3.4076398860159456,0.19688734901518234
creative,The last painter on Earth mixed colors that no human eye had ever,7,13,4.313222408294678,4.040375709533691,4.040374755859375,3.923518657684326,3.720858573913574,4.103982448577881,3.9161198933919272,3.769565621417299,0.14655427197462823,3.776673392876242,0.2637023166574495,3.817000436891373,0.10651822079295314,3.7495841049280623,-0.028725531014488048,3.7421123224324595,0.36187012614542136
creative,The last painter on Earth mixed colors that no human eye had ever,8,13,1.4833803176879883,2.0102972984313965,2.010298013687134,1.7110027074813843,1.711482048034668,1.9153809547424316,1.7792885700861614,2.0476599639767628,-0.2683713938906014,2.1384196591098585,-0.12812236067846206,2.072863556902773,-0.36186084942138885,2.030163593794234,-0.3186815457595662,2.0399527412332836,-0.12457178649085199
creative,The last painter on Earth mixed colors that no human eye had ever,9,13,1.8290529251098633,2.3443970680236816,2.344395637512207,2.162210464477539,1.9649126529693604,2.1163058280944824,2.0811429818471274,2.2426607611309164,-0.16151777928378896,2.3340941144548046,0.010302953568877005,2.272057387608492,-0.10984692313095312,2.2235760444241004,-0.25866339145474004,2.2323488513601597,-0.11604302326567728
creative,The last painter on Earth mixed colors that no human eye had ever,10,13,1.4370421171188354,1.5357011556625366,1.535693883895874,1.4253698587417603,1.44309663772583,1.469401478767395,1.4459559917449951,2.0221997614043135,-0.5762437696593183,2.112537288156846,-0.5768361324943094,2.046809855315677,-0.6214399965739168,2.0049474889886127,-0.5618508512627827,2.014841939908654,-0.5454404611412591
creative,The last painter on Earth mixed colors that no human eye had ever,11,13,0.631819486618042,0.8809303045272827,0.8809163570404053,0.9370692372322083,0.8814325332641602,1.0317341089248657,0.9500786264737447,1.6110374780113448,-0.6609588515376,1.6799176142309675,-0.7989873097036848,1.6241459893376682,-0.6870767521054599,1.599266579166555,-0.7178340459023949,1.6096998655298154,-0.5779657566049496
creative,The last painter on Earth mixed colors that no human eye had ever,12,13,0.4630871117115021,2.4759809970855713,2.4759790897369385,2.0101308822631836,2.507272481918335,2.221048355102539,2.246150573094686,1.5335133999307542,0.7126371731639318,1.5941871963311922,0.8817938007543791,1.5439264754121165,0.4662044068510671,1.5232010459204608,0.9840714359978742,1.5334126784596895,0.6876356766428495
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",0,17,5.996940612792969,4.139832496643066,4.139833450317383,4.576790809631348,4.519083499908447,4.594932556152344,4.563602288564046,4.714134886466592,-0.15053259790254625,4.636584405564557,-0.4967519089214907,4.761818634762391,-0.18502782513104332,4.701621132192625,-0.18253763228417785,4.678964892444757,-0.08403233629241313
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",1,17,0.42350107431411743,2.5628256797790527,2.56282639503479,2.563777446746826,2.142491340637207,2.2630269527435303,2.323098580042521,1.5158157568415542,0.8072828232009668,1.574361877818713,0.9884638019603398,1.5255821179636784,1.0381953287831478,1.505861782048585,0.6366295585886221,1.5160033705124032,0.7470235822311271
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",2,17,3.276740074157715,2.6980834007263184,2.6980838775634766,2.964264154434204,2.770996570587158,3.0474936962127686,2.9275848070780435,3.12401330443814,-0.1964284973600967,3.180111714078214,-0.48202831335189567,3.166495377540038,-0.20223122310583408,3.1023668765836434,-0.3313703059964852,3.103177659190739,-0.0556839629779704
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",3,17,1.330634593963623,1.5554653406143188,1.555469036102295,1.5134049654006958,1.3675556182861328,1.2205196619033813,1.3671600818634033,1.964398563043328,-0.5972384811799247,2.053453987307314,-0.49798864669299503,1.987617658903659,-0.47421269350296313,1.9477353332746214,-0.5801797149884886,1.9578426969517082,-0.7373230350483269
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",4,17,3.8336503505706787,3.5996057987213135,3.599606513977051,3.2494876384735107,3.355886220932007,3.317021131515503,3.3074649969736734,3.4730105295265092,-0.16554553255283588,3.50420378255564,0.09540201616567368,3.518610163363942,-0.2691225248904314,3.4519366996997785,-0.09605047876777162,3.448484725515806,-0.13146359400030327
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",5,17,2.78035306930542,2.7887256145477295,2.7887253761291504,2.8293745517730713,2.5744576454162598,2.594210624694824,2.6660142739613852,2.8142175869915915,-0.14820331303020629,2.8881824760533417,-0.09945686150561217,2.8530249640949,-0.02365041232182863,2.7927524256881466,-0.21829478027188687,2.796875371191729,-0.2026647464969047
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",6,17,1.6291053295135498,2.2336480617523193,2.2336502075195312,2.0923008918762207,2.070064067840576,1.7008931636810303,1.9544193744659424,2.1288135447922545,-0.1743941703263121,2.220378685368613,0.013269376383706177,2.155835163423438,-0.06353427154721736,2.1105979967065887,-0.04053392886601248,2.1200074742467403,-0.41911431056571
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",7,17,0.5242336392402649,0.5898920297622681,0.5898137092590332,0.5682432651519775,0.5630955696105957,0.5293539762496948,0.5535642703374227,1.5612206637560007,-1.007656393418578,1.6250285096688755,-1.0351364799066074,1.5726219712410459,-1.0043787060890683,1.5503668847060041,-0.9872713150954084,1.5606731353209558,-1.031319159071261
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",8,17,3.033651828765869,2.8825230598449707,2.88252592086792,3.1447086334228516,2.9507224559783936,2.9442296028137207,3.013220230738322,2.9718162789900404,0.041403951748281376,3.037270005936997,-0.15474694609202633,3.01260446132129,0.13210417210156145,2.9501733982003406,0.0005490577780529193,2.95267097744849,-0.00844137463476935
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",9,17,1.6047718524932861,2.3726603984832764,2.3726649284362793,1.8330179452896118,1.6296639442443848,1.6353764533996582,1.699352780977885,2.1151511038624147,-0.41579832288452967,2.206635899469056,0.16602449901422034,2.141874253142772,-0.3088563078531603,2.097050568700255,-0.4673866244558704,2.10652848974422,-0.4711520363445616
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",10,17,2.7974705696105957,3.022627830505371,3.022627592086792,2.9665422439575195,3.4800381660461426,3.1616570949554443,3.2027458349863687,2.8248227789733553,0.37792305601301335,2.898256038507416,0.12437179199795523,2.8637709591381606,0.10277128481935893,2.80333986389715,0.6766983021489925,2.807357513884757,0.35429958107068726
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",11,17,4.242162704467773,3.907172441482544,3.907172679901123,4.079629421234131,3.995091676712036,3.9334144592285156,4.002711852391561,3.7260471722648205,0.27666468012674006,3.7368234565906793,0.17034898489186467,3.7732595848187422,0.3063698364153886,3.7058709537489682,0.2892207229630679,3.69901097822675,0.23440348100176545
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",12,17,3.004622459411621,2.8709938526153564,2.8709940910339355,2.8025379180908203,2.909369945526123,2.8574411869049072,2.8564496835072837,2.953691259676647,-0.09724157616936324,3.0201879071254765,-0.14919405451012002,2.9942636088657384,-0.19172569077491808,2.9320596001324963,-0.02268965460637329,2.934750570031707,-0.07730938312679969
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",13,17,2.6177024841308594,3.1038663387298584,3.1038670539855957,2.6555118560791016,2.6047956943511963,2.586778402328491,2.615695317586263,2.7138556906780744,-0.09816037309181125,2.7925336079183416,0.3113327308115168,2.7512749001494567,-0.09576304407035519,2.6926016979363068,-0.08780600358511048,2.697690473948461,-0.11091207161996985
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",14,17,3.7529759407043457,3.556314706802368,3.5563161373138428,3.6502187252044678,3.614426851272583,3.627769947052002,3.630805174509684,3.4226153819323235,0.2081897925773606,3.457662181563157,0.0986525252392112,3.4678291258922678,0.1823895993122,3.4014106413094534,0.21301620996312964,3.398606378595248,0.2291635684567539
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",15,17,3.079671859741211,3.291985511779785,3.2919864654541016,2.963466167449951,2.954714298248291,2.9430971145629883,2.95375919342041,3.000576314737642,-0.0468171213172317,3.064342908453447,0.22764260332633812,3.0417007291090004,-0.07823456165904918,2.9789204180319206,-0.02420611978362963,2.9811077970720046,-0.03801068250901629
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",16,17,4.076646327972412,3.785064220428467,3.785064935684204,3.8347246646881104,3.8678324222564697,3.9005448818206787,3.8677006562550864,3.624046036311631,0.2436546199434555,3.643251235811078,0.14181298461738878,3.6706736438230374,0.16405102086507295,3.6034598908296767,0.26437253142679307,3.5980045742821773,0.30254030753850136
creative,"If consciousness were a color, it would be the shade you see when",0,14,3.4212522506713867,3.2922840118408203,3.2922863960266113,3.058067798614502,2.871480941772461,3.1090855598449707,3.012878100077311,3.214689180713262,-0.201811080635951,3.264744594141229,0.02753941769959134,3.258082234594929,-0.20001443598042723,3.1931154222213562,-0.3216344804488953,3.1928698853235,-0.0837843254785291
creative,"If consciousness were a color, it would be the shade you see when",1,14,3.105767250061035,3.631241798400879,3.6312429904937744,3.718963384628296,3.6569361686706543,3.218836784362793,3.531578779220581,3.0168977150491587,0.5146810641714223,3.079689582746675,0.5515522156542039,3.0582095591892813,0.6607538254390146,2.995237023891751,0.6616991447789031,2.9972465620664455,0.2215902222963475
creative,"If consciousness were a color, it would be the shade you see when",2,14,4.444742679595947,4.062589645385742,4.062589645385742,3.9291324615478516,3.8609800338745117,3.753007411956787,3.8477066357930503,3.849612244795682,-0.001905609002631703,3.849870296825584,0.2127193485601584,3.8974132903451144,0.03171917120273715,3.8300199960763663,0.03096003779814538,3.8214034479655625,-0.06839603600877542
creative,"If consciousness were a color, it would be the shade you see when",3,14,6.690415382385254,5.199308395385742,5.199308395385742,5.283973693847656,5.218319892883301,5.202456474304199,5.234916687011719,5.027391297128885,0.20752538988283398,4.924073734264331,0.27523466112141115,5.072388526271178,0.21158516757647838,5.019237088962277,0.19908280392102373,4.990548276153197,0.21190819815100248
creative,"If consciousness were a color, it would be the shade you see when",4,14,1.462528944015503,3.1662826538085938,3.1662826538085938,3.0768465995788574,2.7319443225860596,3.013655185699463,2.9408153692881265,2.0361820984262553,0.9046332708618712,2.1267619124180017,1.039520741390592,2.061119546874646,1.0157270527042113,2.01879464094114,0.7131496816449197,2.028632107462983,0.9850230782364799
creative,"If consciousness were a color, it would be the shade you see when",5,14,2.498260259628296,3.191439151763916,3.1914401054382324,2.912675380706787,2.9835143089294434,2.927656650543213,2.941282113393148,2.6406946756021736,0.3005874377909743,2.72242393180056,0.46901521996335616,2.677036543017013,0.23563883768977423,2.6196454681186134,0.36386884081082993,2.6254020156708964,0.3022546348723165
creative,"If consciousness were a color, it would be the shade you see when",6,14,0.6019827127456665,2.006114959716797,2.0061159133911133,1.5312950611114502,1.664429783821106,1.9783401489257812,1.7246883312861125,1.59708768569335,0.12760064559276252,1.6646169804401831,0.34149797927661374,1.6097267712090546,-0.07843171009760441,1.585566619166673,0.07886316465443288,1.5959696667043266,0.38237048222145464
creative,"If consciousness were a color, it would be the shade you see when",7,14,0.9523003697395325,2.3117637634277344,2.3117659091949463,2.4814391136169434,2.226642370223999,2.3569884300231934,2.3550233046213784,1.7670368958873186,0.5879864087340598,1.8478166585394007,0.4639471048883337,1.7849925423764694,0.6964465712404739,1.7527972237586817,0.4738451464653173,1.7633209215268089,0.5936675084963845
creative,"If consciousness were a color, it would be the shade you see when",8,14,4.4918904304504395,3.7712793350219727,3.7712793350219727,3.8089466094970703,3.8494057655334473,3.7866296768188477,3.8149940172831216,3.8781354442595255,-0.0631414269764039,3.8759231420137357,-0.10464380699176301,3.9260534285595474,-0.11710681906247711,3.858691719231582,-0.009285953698134897,3.8496611849874447,-0.06303150816859704
creative,"If consciousness were a color, it would be the shade you see when",9,14,3.977508544921875,3.6243696212768555,3.6243696212768555,3.6639511585235596,3.7976253032684326,3.9008517265319824,3.787476062774658,3.562585569496739,0.2248904932779192,3.5867445285384805,0.037625092738375,3.6088181349140585,0.05513302360950112,3.5417837715452523,0.25584153172318036,3.5371548020309045,0.36369692450107793
creative,"If consciousness were a color, it would be the shade you see when",10,14,0.5276243686676025,2.1091630458831787,2.109165668487549,1.7409274578094482,1.7213579416275024,2.0014219284057617,1.8212357759475708,1.5627701135075351,0.25846566244003566,1.626746378072758,0.4824166678104207,1.574225840363115,0.16670161744633316,1.5518867408067725,0.16947120082072997,1.562197759352722,0.4392241690530396
creative,"If consciousness were a color, it would be the shade you see when",11,14,3.716010808944702,3.5646705627441406,3.564671277999878,3.577766180038452,3.6047329902648926,3.530947685241699,3.571148951848348,3.3994930428181993,0.17165590903014882,3.436281435250126,0.12838912749401477,3.444522538579753,0.13324364145869927,3.3782336012725325,0.2264993889923601,3.3757229886023117,0.15522469663938754
creative,"If consciousness were a color, it would be the shade you see when",12,14,2.5552477836608887,3.1640429496765137,3.16404390335083,2.7973239421844482,2.977433204650879,2.980649471282959,2.9184688727060952,2.675538345903192,0.2429305268029034,2.755856596061748,0.40818635361476563,2.712400351088287,0.08492359109616121,2.6543861198766825,0.3230470847741964,2.659828566744608,0.32082090453835077
creative,"If consciousness were a color, it would be the shade you see when",13,14,2.5192949771881104,3.0871894359588623,3.087190866470337,2.7482471466064453,2.5804944038391113,2.817007064819336,2.715249538421631,2.653542077821769,0.061707460599861985,2.73476018634108,0.3524292496177823,2.690077235050964,0.058169911555481235,2.632453710517078,-0.051959306677966666,2.6380952878972668,0.17891177692206917
creative,The old lighthouse keeper noticed something strange about the,0,9,8.08064079284668,5.565731525421143,5.565730571746826,5.6947407722473145,5.653620719909668,5.592626094818115,5.646995862325032,5.4479104447041475,0.19908541762088472,5.330122441811983,0.23560908360915978,5.48265437077538,0.21208640147193414,5.449916657888224,0.2037040620214441,5.411160305448842,0.18146578936927327
creative,The old lighthouse keeper noticed something strange about the,1,9,5.0411481857299805,3.868445634841919,3.8684451580047607,4.242916584014893,3.7412421703338623,3.930830478668213,3.9716630776723227,4.2021050996470635,-0.23044202197474073,4.170999530152982,-0.30255389531106314,4.2508281420791425,-0.007911558064249924,4.184722513326504,-0.4434803429926415,4.17076464353554,-0.23993416486732677
creative,The old lighthouse keeper noticed something strange about the,2,9,2.6222925186157227,2.2861742973327637,2.286175489425659,2.797914505004883,2.9147109985351562,2.6489200592041016,2.787181854248047,2.716676918830986,0.07050493541706082,2.795230479706472,-0.5090561823737083,2.754136550062708,0.043777954942174624,2.695415903300219,0.21929509523493707,2.7004783031300335,-0.05155824392593189
